Temps (s),Tension mesurée (V),Intensité mesurée (A),Position Angulaire (rad),Vitesse rotation (rad/s),Distance mesurée (cm),Bits envoyés,Moteur allumé
0.0,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,0,0
0.1008977890014648,4.774412538871609e-07,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.2069003582000732,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.3076534271240234,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.4078385829925537,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.5087919235229492,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.6171839237213135,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.7228639125823975,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.824350118637085,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
0.9250202178955078,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
1.02567720413208,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
1.125941753387451,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
1.239742994308472,0.01305452860000003,4.660799779999998,13.19468914507713,0.0,0.6597344572538566,255,1
1.339844465255737,0.01768378533846155,1.545287379999998,13.82300767579509,0.0,0.6911503837897545,255,1
1.440812826156616,0.01766393906981137,1.130261860000001,13.82300767579509,0.0,0.6911503837897545,255,1
1.541814804077148,0.017641275795625,1.111135480000001,14.45132620651305,0.0,0.7225663103256524,255,1
1.656154870986938,0.01763750861355931,1.203889959999999,14.45132620651305,0.0,0.7225663103256524,255,1
1.756380319595337,0.01769312544150945,1.17082784,15.07964473723101,0.0,0.7539822368615504,255,1
1.857307910919189,0.0176807770746914,1.19339584,15.70796326794897,0.0,0.7853981633974483,255,1
1.957350254058838,0.01762669855128205,1.136073120000003,16.33628179866692,0.0,0.8168140899333463,255,1
2.057451486587524,0.01762754197006375,1.178444540000003,16.96460032938488,0.0,0.8482300164692441,255,1
2.158211469650269,0.01763692190320517,1.020581380000003,17.59291886010284,0.0,0.8796459430051421,255,1
2.258251428604126,0.01765846105454547,1.278646460000003,18.2212373908208,0.0,0.9110618695410401,255,1
2.372825145721436,0.01762241447999995,1.478486100000001,18.84955592153876,0.0,0.9424777960769379,255,1
2.47383451461792,0.01764371957054796,0.9802410800000017,19.47787445225672,0.0,0.9738937226128358,255,1
2.574776887893677,0.01764903046352946,1.091952680000003,19.47787445225672,0.0,0.9738937226128358,255,1
2.689397811889648,0.01762207494139782,1.329311620000001,19.47787445225672,0.0,0.9738937226128358,255,1
2.790383338928223,0.01768920375849059,1.470474460000003,19.47787445225672,0.0,0.9738937226128358,255,1
2.906029224395752,0.01763114184972371,2.504653060000001,20.10619298297468,0.0,1.005309649148734,255,1
3.006971120834351,0.01764257709700606,2.172452099999998,20.73451151369263,0.0,1.036725575684632,255,1
3.107922554016113,0.01771735072948721,2.293021640000001,21.36283004441059,0.0,1.06814150222053,255,1
3.20805025100708,0.01764050072101908,2.200605679999995,21.99114857512855,0.0,1.099557428756428,255,1
3.322236776351929,0.0176894549969879,2.720967339999999,22.61946710584651,0.003914217164587201,1.130973355292326,255,1
3.423370361328125,0.01765651424304633,2.159136980000001,22.93362637120549,0.0,1.146681318560274,255,1
3.538863658905029,0.01766731826477268,2.856883120000004,23.56194490192345,0.0,1.178097245096172,255,1
3.639068126678467,0.01763158998853506,2.408626219999996,24.19026343264141,0.0,1.209513171632071,255,1
3.739731073379517,0.01766954270335569,2.261708540000004,24.81858196335937,0.0,1.240929098167968,255,1
3.840038537979126,0.01763766495384613,2.341937780000004,25.44690049407732,0.0,1.272345024703866,255,1
3.940978765487671,0.01766906742452828,2.711714460000003,25.7610597594363,0.0,1.288052987971815,255,1
4.055248975753784,0.01767834411436169,2.775694739999993,26.38937829015426,0.0,1.319468914507713,255,1
4.155563592910767,0.01768044184071862,2.359597240000005,27.01769682087222,0.0,1.350884841043611,255,1
4.256218433380127,0.01767534998695654,2.298832899999996,27.01769682087222,0.0,1.350884841043611,255,1
4.356549978256226,0.01764942242994011,2.581215000000001,27.3318560862312,0.0,1.36659280431156,255,1
4.47245192527771,0.01769029289202127,3.013222940000005,28.27433388230814,0.00385891535029381,1.413716694115407,255,1
4.573074817657471,0.01762235737857144,2.274008099999997,28.58849314766712,0.0,1.429424657383356,255,1
4.68784761428833,0.01761087120659337,2.641358720000003,29.21681167838507,0.0,1.460840583919254,255,1
4.78831672668457,0.01762616048012822,2.3755641,29.84513020910304,0.0,1.492256510455152,255,1
4.888648509979248,0.01767788231118015,2.209237939999999,30.47344873982099,0.0,1.52367243699105,255,1
4.989626884460449,0.01764759872389936,2.416130079999997,30.15928947446201,0.0,1.507964473723101,255,1
5.090761184692383,0.01766220401656445,2.739134580000004,30.15928947446201,0.0,1.507964473723101,255,1
5.205952167510986,0.0176313635427778,2.999061520000002,30.15928947446201,0.0,1.507964473723101,255,1
5.306663274765015,0.01765056114746841,2.44112414,30.78760800517997,0.0,1.539380400258999,255,1
5.407166957855225,0.0176465420040936,1.928097079999994,31.41592653589793,0.0,1.570796326794897,255,1
5.516683101654053,0.01764276789488634,1.412869640000002,32.04424506661589,0.0,1.602212253330794,255,1
5.621768951416016,0.01761172223749998,1.0319218,32.67256359733385,0.0,1.633628179866693,255,1
5.722026824951172,0.017634680580625,1.219405460000003,33.30088212805181,0.0,1.66504410640259,255,1
5.822669744491577,0.01768635327592596,1.114351420000002,33.92920065876977,0.0,1.696460032938488,255,1
5.938302755355835,0.01754845962553194,1.33388164,35.18583772020568,0.0,1.759291886010284,255,1
6.039250135421753,0.0176288887950617,1.316391440000003,35.49999698556466,0.0,1.774999849278233,255,1
6.140221118927002,0.01763001384451223,1.206033919999998,35.49999698556466,0.0,1.774999849278233,255,1
6.254496812820435,0.0176536588772455,1.139684,36.12831551628263,0.0,1.806415775814131,255,1
6.354851722717285,0.01765846332562505,1.076606440000003,36.75663404700058,0.0,1.837831702350029,255,1
6.455876111984253,0.01765789759683548,0.9164300600000023,36.75663404700058,0.0,1.837831702350029,255,1
6.559370994567871,0.01764756890062113,1.287730079999999,37.38495257771854,0.0,1.869247628885927,255,0
6.664659738540649,0.01305556739435025,0.1105832,38.0132711084365,0.003757728858108145,1.900663555421825,255,0
6.771353721618652,0.00666216058128657,0.0,38.0132711084365,0.0,1.900663555421825,255,0
6.871601819992065,0.00236969890363637,4.726641919999989,38.0132711084365,0.0,1.900663555421825,255,0
6.971948862075806,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.077649116516113,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.177767276763916,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.281319141387939,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.385959386825562,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.487369060516357,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.587373495101929,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.688326358795166,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.788692474365234,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.903918743133545,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
